"N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","N11","N12"
6.29796806638353,19.350045386289,24.4882130512001,5.00206337184466,50.4396138534409,1.61822017461719,2.87872174794471,1.04031556453564,2.01963872473119,0.370002466153217,0.104196015826426,0.103624628567743
6.79677545478698,25.4043302710317,19.0666214535219,4.36606539503977,49.2465043192022,1.98459611079954,2.83817505662488,1.59786916598285,1.60577156525709,0.276955226564386,0.126518898997819,0.120702879205239
6.77522750164514,28.581194660975,22.6286580944255,4.94622357307633,43.3850300525323,1.7105465672397,2.04421381249266,2.08097815434406,2.05014596632808,0.279171992637042,0.212830620761443,0.140723082895213
6.13580597664501,29.2367401062567,27.506125639928,6.4319710558789,38.1726185250316,1.42086208556645,1.47071604098991,1.76485753813471,2.63571438932271,0.324448746533228,0.209707407535831,0.16664466538166
5.2522040591937,27.147389713714,28.8813472547843,7.80508116307767,39.9140868548164,1.16604689823256,1.22956003785021,1.34335080921232,2.54122971597185,0.403861607111334,0.183511016985048,0.189237681507795
5.45192032914216,22.5598891153235,27.0473225141015,8.21516481033696,46.477025542723,1.15462486122209,1.30793275568566,1.22220756773187,2.1586256383278,0.439296384986874,0.159485290207845,0.19304023948528
6.39972039692336,20.5569883168355,23.1388956489212,7.89735468754678,49.8522941742417,1.49784516841613,1.85794752519346,1.44037532487572,1.78588626916139,0.388398986529872,0.152296041100239,0.208585660754057
6.76616346721953,26.3058952811238,17.7152972915125,6.76868880344465,47.7360778035977,2.2940952744425,2.34757884227971,2.12165503403032,1.39584833183898,0.286017447749277,0.180961078446904,0.227678090249322
6.91857831873035,32.0393394884329,17.4295857751666,5.53091072411441,43.7568309475112,2.20993894188581,1.86528773702571,3.00414631274507,1.30379775217659,0.237896906684646,0.269106020765728,0.181734259571121
6.66497942969399,35.0398185921864,22.6790549388749,4.68490364075594,37.6700002597206,1.86590835849492,1.31931542449271,2.93050500921758,1.55683923104006,0.232896189085081,0.308776523314126,0.147637365501239
6.09401231876346,36.3080879922784,26.6454618308374,5.79714210170465,32.1278943743649,1.55764286877858,0.923959256768866,2.37183366500538,2.83458976042961,0.261102401778025,0.289190832002003,0.171063473201414
5.42821364872805,36.4955100256743,30.4413252350251,8.29343889392086,26.6992921749214,1.25662247103242,0.632821684772147,1.87663888381083,3.58984797672035,0.283992933186331,0.264177633294419,0.209619156424295
4.63148836721878,34.043773182916,32.1423794685673,10.0086613424097,27.5981040299872,1.02802007638646,0.523824058282358,1.42418307531211,3.44385704160916,0.350122874302603,0.23049079226765,0.239379019365803
4.52398165440393,29.2183668957426,31.165975890848,10.9314800035476,33.4357233411412,0.959329238584936,0.587069783286758,1.22458342509064,3.02269671681031,0.395426346143637,0.206890749993231,0.253244476412257
5.18348340243178,24.2922890855365,29.2017511450206,11.512121200931,39.0698379544843,1.0460681893796,0.88919023924211,1.22142693193405,2.56882746369259,0.430360646153296,0.179891215653243,0.258472004512462
6.70614694896073,19.4851971875267,26.3221603557829,11.6333549455955,43.7160183327988,1.28536739537748,1.6320734007295,1.3659771091077,2.10505738486623,0.449135880712879,0.150739156080399,0.253307701776884
8.76672488950592,14.9774393113868,22.6576078834346,11.1909059733435,46.4437049645223,1.71760350539754,3.16171829926331,1.6559430499222,1.65197056462901,0.445829042241406,0.120880603048327,0.236510216107987
9.90590295206831,12.0324975553627,20.454995005727,9.79551793689938,45.560438511102,2.08323043996909,5.42595844717152,2.07021158293627,1.35585273110247,0.432519567380148,0.101450170372318,0.199151796239806
9.88721668866791,11.6875545944461,22.6491342099104,8.08393450892267,42.3483698711303,2.09887943679335,6.69118776515517,1.9823990729325,1.34914298615751,0.413058023272537,0.101239577770248,0.157734991914758
9.45396905598327,10.1772242856985,22.3033399205352,7.82311713116289,46.7047985635792,1.91838770100455,6.46252999361385,1.67129017396765,1.20164818883596,0.451254827368431,0.0902141438873993,0.145863241066722
10.4065291457797,9.44000870422294,21.623803085033,6.86727848715278,46.3937165319764,2.1507213342031,6.95540727469509,1.73041587694995,1.12718138159985,0.413026726445364,0.0877833164248557,0.122673152757409
9.49278273834373,9.19789773188981,23.1783714868481,6.29255782243714,48.1114627272272,1.87789620396429,6.71943528853313,1.39689134010756,1.11861638438037,0.412358680169908,0.0816143683467694,0.108510247450066
10.5098486887203,11.2149088576863,18.867375174855,5.60079177240122,48.0965941917152,2.29251962002856,7.03986504835901,1.72560588375542,0.930457006965682,0.32227620225236,0.100606554418552,0.0987254604676102
10.1044395178471,12.8814829421358,22.782295937767,4.56842655521492,44.1427181100002,2.23568792538199,6.89918805409582,1.73074330490378,1.05083795124895,0.303517150240175,0.118191315771212,0.0773123989866012
8.64648993311043,12.4502957495704,24.7984409797982,4.74698492890944,47.4451652950936,1.8341552349901,5.98645876276566,1.31698052832629,1.37009331414363,0.362361997845846,0.10342503204,0.0766310900654844
9.00984148374662,14.7951583179279,21.1443635004576,4.55822481163934,49.2002325833527,1.95119749686218,5.58219246580897,1.3751940094849,1.19265248199018,0.296723897367361,0.116320979657564,0.0890786727089715
9.74675942058457,19.8160743200326,17.1411407158011,3.95896924984791,47.9298129944799,2.18759326699951,5.08306432162604,2.28941608452556,0.987897086658933,0.23054775713847,0.14862681824178,0.0811757924123614
9.27622252625618,23.161349396407,21.6504579839247,3.02182528043163,40.944648811652,2.1892124300037,4.82271302497564,2.86898182494559,1.04030728923843,0.202075524710187,0.220159470175666,0.059602318500277
8.21552947784605,23.2293253860105,24.510115140016,2.88468841118574,41.8606270015465,1.85710458755412,4.17918606897071,2.25334824174058,1.43217948033714,0.226121943784417,0.199493312424822,0.0543922463418847
7.10547885386578,22.7109179074346,27.006669238181,3.65040928239489,42.4363749573548,1.53943513723292,3.4001003193407,1.73154314114234,2.42424411618028,0.307949102718324,0.176468042110901,0.0627843176184331
5.97508625534074,21.4177170079501,28.7101519008743,4.68041001660361,44.451543392223,1.24172110466461,2.84675458279795,1.29663064366616,2.56567963373706,0.406995971711527,0.151711344706583,0.0716420175146967
5.75879924329979,18.3292823504536,26.9807795954487,4.95384221944105,50.451662562189,1.14720475423917,2.71183097530578,1.10451010757425,2.22429824914311,0.426724495666542,0.134008890195978,0.0755408007148176
6.33816782519924,22.6346845655555,21.3498686864436,4.40025429732427,50.1896122424367,1.53537477359513,2.96147408575027,1.62641914916169,1.79777455046811,0.324465796947027,0.160373265767279,0.0897189316022185
6.67419150970815,27.6933671551644,20.1065184484212,4.51231489895014,47.0032342890855,1.44623701051811,2.30646389156552,2.35971829845151,1.73631413828501,0.285346404885459,0.241781441783302,0.109085567164127
6.18546550982052,28.9156425737947,26.8987782968949,5.52152857513672,39.5084644391339,1.18699774579321,1.59519564654551,2.37305267267818,2.60654779507153,0.314523612568301,0.311470172826733,0.126473365527218
5.28674791602239,27.7371494660424,29.1260081562341,7.16029650240513,39.125673878871,0.972699170219998,1.27166176964096,1.80378924311772,2.73421338044491,0.399862015047515,0.272230814514765,0.147114279593465
5.04617840961953,23.643170056613,28.0330432648937,7.75900040880203,45.1969746143626,0.887548805914616,1.23328749600922,1.51833261537021,2.38320916332878,0.447991704635035,0.239298362777853,0.154431630129983
5.93256055606404,20.2846866456062,24.8128060514346,7.71861113250419,50.0672960922513,1.06548731112569,1.58452344427941,1.66080814782997,1.9905375325369,0.426483413851734,0.214894953752113,0.161771109146807
6.34552841678684,25.661371075198,19.1787063934504,6.68408413314209,48.4735948522135,1.65955747184994,2.0404350341102,2.56655703054762,1.57093110355771,0.31697861349124,0.257080579485675,0.185131498112406
6.56063463439398,31.7854837278168,17.1107395188986,5.5406100779647,45.0363291997812,1.65525589078562,1.67203791209858,3.84449124562612,1.38127195687148,0.253857699225403,0.365408388419618,0.155679757298766
6.15755261244456,36.1786103982621,21.5318252336242,4.21024024150106,37.9097798765558,1.52566806842971,1.28018998286761,4.20898098180401,1.44687815197255,0.221407399929283,0.484033560515068,0.113813420486283
