x,y,z
0.453433484,0.850501069,0.591146685
0.421535832,0.451722137,0.865911957
0.477926559,0.863448464,0.364008528
0.475869254,0.294698234,0.778718915
0.530123268,0.677103111,0.432298518
0.473287195,0.616160999,0.774373029
0.42358333,0.820830276,0.590540895
0.448537797,0.523430096,0.866161379
0.441701215,0.879511143,0.386698824
0.48507824,0.288888748,0.813068881
0.514332748,0.673147801,0.360254284
0.516571436,0.59782897,0.725741687
0.406733863,0.796317299,0.63250526
0.450256766,0.594459576,0.845175212
0.42438438,0.864089997,0.465688204
0.473093491,0.373729556,0.869327533
0.473974546,0.791017948,0.288963637
0.52900531,0.408117491,0.671359369
0.485816018,0.759531122,0.613212398
0.419107163,0.605987699,0.812256156
0.448477622,0.859245895,0.548565198
0.435855925,0.414427064,0.878124172
0.479564333,0.838004577,0.309776011
0.502183646,0.321888684,0.708066215
0.52757975,0.694591839,0.543528887
0.426952342,0.643048933,0.798781245
0.437563747,0.832073516,0.585757645
0.43928428,0.493166471,0.866589147
0.456659092,0.876299369,0.374853426
0.481865421,0.282184604,0.797397162
0.524262645,0.661092279,0.389129834
0.501454366,0.618546678,0.745070114
0.407662438,0.798252682,0.622167107
0.452388297,0.585873369,0.851033036
0.423810711,0.868010495,0.448487547
0.477381593,0.356556678,0.861570245
0.479470081,0.770463058,0.295341384
0.530547315,0.445430587,0.675909913
0.468295284,0.779915906,0.622648363
0.423475072,0.587170709,0.821290179
0.449475553,0.86735503,0.520982834
0.44151298,0.382364167,0.879303983
0.486614504,0.808922787,0.287179594
0.515321875,0.366903669,0.669658642
0.514557337,0.730832135,0.604014115
0.404701551,0.629376309,0.79592301
0.451994532,0.847520623,0.594583002
0.422391184,0.460196252,0.864266021
0.475519083,0.867256471,0.371534978
0.473712804,0.29125952,0.7878167
0.52946834,0.674173686,0.415240796
0.481570277,0.612785058,0.76450017
0.421230311,0.815863719,0.600307214
0.448158642,0.538351743,0.861956157
0.438481642,0.8792486,0.403608719
0.481369013,0.300114318,0.828864595
0.507462456,0.692710182,0.335402874
0.524154804,0.567075903,0.70600293
0.417450486,0.798375484,0.640869832
0.442882247,0.589939729,0.836941075
0.433258297,0.86521511,0.483259203
0.463312829,0.375810693,0.874407501
0.478100253,0.796427312,0.283549556
0.52651065,0.393425253,0.663604514
0.496762918,0.748287183,0.616711047
0.411744314,0.618913813,0.80220627
0.45065992,0.852575894,0.575729714
0.427786338,0.441049612,0.871632012
0.476912643,0.857029333,0.342605359
0.486154022,0.298526998,0.75381879
0.530956302,0.676168984,0.471866001
0.457669532,0.63292045,0.788737991
0.425081451,0.822720461,0.582827353
0.449613901,0.515422981,0.868471824
0.442863262,0.878819795,0.376977545
0.487821931,0.284745686,0.80320392
0.517343612,0.664878938,0.376335166
0.511077981,0.61219268,0.737434665
0.402927532,0.795382751,0.625613629
0.453834803,0.5945195,0.849978849
0.42032178,0.864507408,0.454291827
0.478034543,0.369023462,0.864806229
0.473597555,0.784172136,0.294185169
0.529781164,0.423324476,0.677740627
0.476814139,0.769943509,0.611934795
0.423657335,0.593812668,0.820037442
0.447747133,0.864822867,0.526448354
0.441655552,0.391550396,0.879642754
0.483516082,0.817612488,0.291169355
0.513019836,0.353007872,0.677536467
0.518733167,0.720025342,0.590394045
0.409310887,0.635725135,0.796791771
0.448223514,0.842534865,0.59398694
0.426753451,0.471696059,0.864028841
0.470267643,0.871353308,0.375748035
0.474558138,0.286874178,0.794108638
0.528317543,0.668734624,0.401075455
0.490169628,0.613531166,0.75443251
0.416867452,0.808612131,0.611633066
0.448841448,0.55876956,0.856376575
0.433251196,0.876269351,0.425471126
0.477894505,0.321173666,0.846431201
0.496486646,0.725081995,0.310364225
0.529814204,0.517041877,0.684683509
0.438382359,0.797173073,0.642429003
0.431942528,0.582660788,0.827440474
0.444785903,0.867766269,0.503174442
0.449986979,0.374644476,0.877669514
0.48525732,0.798995317,0.282421723
0.521386368,0.384566586,0.661142935
0.505795988,0.742272804,0.617824404
0.404568231,0.623805053,0.796012918
0.453636462,0.850528031,0.591838262
0.421158362,0.451917002,0.86563457
0.478095925,0.863583889,0.364909528
0.47538962,0.294772697,0.779652631
0.530064718,0.67745832,0.430892142
0.473747824,0.615214462,0.773778759
0.423735553,0.820926905,0.590813902
0.448354007,0.523313232,0.866058209
0.441887907,0.879523561,0.386955593
0.484900633,0.288897041,0.813270225
0.514381278,0.673225624,0.359942968
0.516616786,0.597595553,0.725457027
0.406877934,0.796306524,0.632755357
0.450135114,0.594527931,0.844975862
0.424509308,0.864039722,0.466180031
0.472906879,0.374028338,0.86950881
0.47394183,0.791397638,0.288804259
0.528949436,0.407351788,0.671198631
0.48622393,0.759016205,0.613103381
0.418963479,0.606513952,0.811972795
0.448467313,0.858983714,0.549390455
0.435680735,0.415406881,0.878002024
0.47937731,0.838777997,0.310663118
0.501737424,0.320780156,0.709446159
0.527818902,0.693618047,0.541369256
0.427882248,0.643175418,0.79872089
0.437063987,0.831610978,0.585472981
0.439804027,0.494153607,0.86668107
0.45603479,0.876463158,0.37489723
0.482163429,0.282158024,0.797618349
0.524002036,0.661039502,0.388553166
0.501934188,0.618476605,0.744686615
0.407349411,0.7979719,0.622457929
0.452497023,0.586628571,0.850899807
0.423532818,0.867715145,0.449087482
0.477399401,0.357661218,0.861909781
0.478960993,0.771733683,0.295141825
0.530492435,0.44336675,0.675945065
0.469126517,0.779071341,0.621794697
0.423396529,0.587721202,0.821131384
0.449392497,0.867169296,0.52158319
0.441431608,0.383121054,0.879345711
0.486400308,0.809682404,0.287525413
0.515082976,0.365675124,0.670334741
0.514966662,0.729933509,0.602866264
0.405023433,0.629888264,0.796013351
0.451709058,0.847155093,0.594525533
0.422726204,0.461042646,0.86425643
0.475131712,0.867585532,0.371820899
0.473779111,0.29086405,0.788263873
0.529411721,0.67366985,0.414200618
0.482215231,0.612947801,0.763766482
0.420873058,0.815274115,0.601191222
0.448230627,0.540011937,0.861547282
0.438032083,0.879114691,0.405295052
0.481094792,0.30154839,0.830354078
0.50663562,0.695042021,0.333146298
0.524781372,0.563526409,0.704139663
0.418810952,0.798537066,0.641350144
0.442080834,0.589250336,0.836182849
0.434210515,0.865437979,0.484779644
0.462297621,0.375623917,0.8747352
0.478695318,0.796544621,0.283230665
0.526209969,0.392766072,0.663047968
0.497509427,0.747749848,0.617158257
0.411058322,0.619540475,0.801484594
0.450952351,0.852261151,0.57757826
0.427091182,0.44248725,0.871017184
0.476953459,0.857935808,0.345084892
0.484962768,0.297765011,0.756886679
0.530929875,0.675884684,0.467015209
0.459660252,0.631274367,0.787353671
0.424639154,0.822419795,0.583356206
0.449752452,0.516455655,0.868383912
0.442469469,0.878910385,0.377634273
0.487777351,0.285090163,0.803968915
0.516984971,0.665527149,0.375036177
0.511633406,0.611119823,0.736577343
0.403053428,0.795437774,0.626061147
0.453648094,0.594582822,0.849719718
0.420517735,0.8644607,0.454941367
0.477778233,0.369359922,0.86508997
0.473571128,0.784633969,0.293852985
0.529752449,0.422342735,0.677354271
0.477364879,0.769311182,0.61198373
0.423400736,0.594552735,0.819578765
0.447781281,0.864508579,0.527771766
0.441308844,0.392891963,0.879648328
0.483259288,0.818915642,0.292047544
0.512435135,0.350926667,0.679083896
0.51941753,0.718420321,0.587980196
0.410074177,0.636431777,0.796984276
0.447667073,0.841904239,0.593643089
0.427434519,0.47304317,0.864114617
0.469529179,0.871761111,0.375908298
0.474869126,0.286412004,0.794525141
0.528147734,0.668072495,0.399924472
0.49102441,0.613857448,0.753530268
0.416287042,0.80779415,0.612702257
0.449011048,0.560986121,0.855820977
0.432603788,0.875770913,0.427672667
0.477658169,0.323797543,0.848024551
0.495197149,0.728812317,0.308350184
0.53012502,0.51122895,0.683032212
0.44089538,0.796524082,0.641753654
0.430850312,0.582213478,0.826653316
0.445738252,0.867987938,0.504967751
0.4487756,0.374600926,0.877859449
0.485860786,0.799266341,0.282597747
0.520822855,0.383842188,0.661349404
0.50650011,0.741886099,0.61754386
0.40409087,0.623902435,0.795767026
0.453838843,0.850565185,0.592516876
0.420781713,0.452084978,0.865362115
0.478270563,0.863705325,0.365784772
0.474919371,0.294862564,0.780550517
0.53000662,0.677827407,0.429548161
0.474178774,0.614276142,0.773207304
0.423900808,0.821034545,0.591067892
0.448166304,0.523160433,0.865959718
0.442086837,0.879534573,0.387185592
0.484725612,0.288887998,0.813442804
0.514443954,0.673272639,0.359679207
0.51664394,0.597410455,0.72520665
0.407010804,0.796292136,0.632989342
0.450023072,0.594599871,0.844788065
0.424622702,0.863988922,0.466645624
0.472733049,0.374320598,0.869679451
0.473905895,0.791765192,0.288658939
0.528894809,0.406615963,0.671056625
0.486612009,0.758521423,0.612985276
0.418832769,0.60701412,0.811708863
0.448453244,0.858732736,0.550161837
0.435521749,0.41633677,0.877883442
0.479197242,0.839504255,0.311507008
0.501317858,0.319744583,0.710754072
0.528036435,0.692703611,0.539315797
0.428773432,0.643283907,0.79864737
0.436587881,0.831169537,0.585220181
0.440291469,0.495103397,0.866762851
0.455440583,0.876616528,0.3749604
0.482438424,0.282149818,0.797849875
0.523745716,0.661019864,0.387976212
0.502396923,0.618370006,0.744307475
0.407063736,0.797719763,0.622733353
0.452591497,0.587315178,0.850774294
0.423284473,0.867443459,0.44964385
0.477411143,0.358675074,0.862220788
0.478497189,0.772894772,0.294962278
0.530439515,0.441473426,0.675980306
0.469890406,0.778275355,0.621009201
0.423328805,0.5882557,0.820976255
0.449308195,0.866983821,0.52216337
0.441357471,0.38386718,0.879383303
0.486187366,0.810425749,0.287871327
0.514848883,0.364475309,0.671007639
0.515361826,0.729048781,0.601728072
0.405351707,0.630389091,0.796103062
0.451423781,0.846791289,0.594460701
0.423062159,0.461880855,0.864249796
0.474744346,0.867906466,0.37209569
0.473851258,0.290480837,0.78869782
0.529351957,0.673179296,0.413186395
0.482848206,0.613106643,0.763046694
0.420520256,0.814695595,0.602055273
0.448302538,0.541637515,0.861143369
0.437591975,0.878965001,0.40695128
0.480830074,0.302997325,0.831796198
0.505814195,0.697374917,0.330981487
0.52536507,0.559975059,0.702340058
0.420196893,0.798669924,0.641760292
0.441282974,0.588562443,0.835445437
0.435147208,0.865663614,0.486255453
0.461294474,0.375415893,0.875037832
0.479291053,0.7966319,0.282951668
0.525903086,0.392182417,0.662545338
0.49821161,0.74727932,0.617579436
0.410396782,0.620079478,0.800816686
0.451242074,0.851997579,0.579278405
0.426428193,0.443745099,0.870434209
0.477023644,0.858721455,0.347379427
0.483855695,0.297159791,0.759677262
0.53088493,0.675745397,0.462605979
0.461445851,0.629657154,0.786013053
0.424305176,0.822186703,0.583919369
0.449808036,0.517326785,0.868271057
0.442188569,0.878988625,0.378304032
0.487676701,0.285410598,0.804716207
0.516680091,0.666146026,0.373784012
0.512134363,0.610072701,0.735729359
0.40322326,0.795497523,0.626528674
0.453439637,0.594626983,0.849434128
0.420743604,0.864418608,0.45564498
0.477492341,0.369698874,0.86539287
0.473558528,0.785108683,0.293493934
0.529720398,0.421316951,0.676928582
0.477950709,0.768639715,0.612059995
0.423117172,0.595347144,0.819079139
0.447823515,0.864167662,0.529207495
0.440929376,0.394343383,0.879640233
0.482987884,0.820311672,0.293032534
0.511791247,0.348707743,0.68080151
0.520135925,0.716693071,0.585315944
0.410940762,0.637160779,0.797192388
0.447053816,0.841223394,0.593234579
0.42818659,0.474482193,0.864222954
0.468718977,0.872181419,0.376030753
0.475233665,0.285938407,0.794923449
0.527955266,0.667379855,0.398775335
0.491911393,0.614224702,0.752620154
0.415660547,0.806938409,0.61378245
0.449205605,0.563289743,0.855256353
0.431914168,0.875217758,0.429921481
0.477441697,0.326588481,0.849618445
0.493837476,0.732714518,0.306400224
0.530392547,0.505129061,0.681472567
0.4435321,0.795710024,0.640873299
0.429757966,0.581882568,0.825884998
0.44663829,0.868185384,0.506779361
0.447588531,0.374646728,0.878040941
0.48641512,0.799620224,0.282827607
0.520241949,0.383007548,0.661658286
0.507220076,0.741436413,0.617118429
0.403670205,0.624014959,0.795573352
0.454001291,0.850592925,0.59308943
0.420470597,0.452238234,0.865131658
0.478411247,0.863812081,0.36652653
0.474524496,0.294933887,0.781310277
0.529956557,0.678132582,0.428403992
0.474549631,0.613486688,0.772709555
0.424038584,0.821112602,0.59130329
0.448005947,0.523065986,0.865865831
0.442248032,0.879544856,0.387421734
0.48456725,0.288903793,0.813629379
0.514481533,0.673355552,0.359391316
0.516688009,0.597185043,0.72494636
0.407144239,0.796286466,0.633211024
0.449911707,0.594651343,0.844609958
0.42473902,0.863948077,0.467081054
0.472564019,0.374574183,0.869836766
0.473884196,0.792089963,0.288521201
0.528843795,0.405955861,0.670915619
0.486967231,0.758072033,0.612895093
0.418704962,0.607473911,0.811459376
0.448445647,0.858500912,0.550886172
0.435367614,0.417198459,0.877768058
0.47903529,0.840172985,0.312304902
0.500921875,0.318797601,0.711982695
0.528231854,0.691868481,0.537388413
0.429611158,0.643360538,0.798568176
0.436146041,0.8307667,0.584987204
0.440739288,0.49597154,0.866840347
0.454893191,0.876751714,0.375011006
0.482694149,0.282152333,0.798054208
0.523507076,0.661014928,0.387465124
0.50281226,0.618267123,0.743975403
0.406805913,0.797500608,0.622965355
0.452678657,0.587912536,0.85067212
0.423062555,0.867205366,0.450111007
0.477429061,0.359554596,0.862481406
0.47809243,0.773893669,0.294822971
0.530391569,0.43984813,0.676032561
0.470540198,0.777581208,0.620311425
0.423285065,0.588721593,0.820852111
0.449224269,0.86681922,0.522641122
0.44130947,0.384514464,0.879413515
0.48599548,0.811063678,0.288168377
0.514654241,0.363447938,0.671586715
0.51569373,0.728282674,0.600745111
0.405646012,0.630825931,0.796178329
0.451172187,0.846468475,0.594405215
0.423357904,0.462624133,0.864242671
0.474401086,0.868187493,0.37234316
0.47391436,0.29015066,0.789085399
0.529295206,0.672758015,0.412285746
0.483408356,0.613232574,0.762407231
0.420212024,0.814189872,0.602814688
0.448363469,0.543058117,0.8607848
0.437210253,0.878819246,0.408410013
0.480598134,0.304301812,0.833048343
0.505086823,0.6994574,0.329118388
0.525852392,0.556800782,0.700780982
0.421456241,0.798761239,0.642073817
0.440571933,0.587957628,0.834799688
0.4359705,0.865863896,0.487550026
0.460405851,0.375227338,0.875291717
0.479818963,0.79670126,0.282734754
0.525621427,0.391694744,0.662143622
0.498814334,0.746894931,0.617921118
0.409826277,0.620504831,0.800260373
0.451495141,0.851795503,0.580689744
0.425862911,0.444748202,0.869937684
0.477102601,0.859342591,0.349295745
0.482928517,0.296720782,0.761973563
0.530833775,0.675711758,0.458978334
0.462898488,0.628243995,0.784849182
0.42407906,0.822018587,0.584445602
0.449804191,0.518006656,0.868151225
0.442009641,0.87905121,0.378920058
0.487548117,0.285685157,0.805381233
0.51643972,0.666687566,0.372680923
0.512551805,0.609140445,0.734966262
0.403407319,0.795554075,0.626966203
0.453235808,0.594655275,0.849156407
0.420968446,0.8643829,0.456321757
0.477212458,0.370010585,0.865680431
0.473555875,0.785550613,0.293151928
0.529687883,0.420352683,0.676518741
0.478507424,0.768001362,0.612143015
0.422842331,0.596105199,0.818598848
0.447866434,0.863838883,0.530583993
0.440564584,0.395736589,0.879618852
0.482731716,0.821637326,0.294009652
0.511164613,0.346611636,0.682488842
0.520802647,0.715045812,0.582710125
0.411812296,0.637825906,0.797389581
0.446454187,0.840570768,0.59281085
0.428922004,0.475848536,0.86434039
0.467930213,0.872566041,0.37610454
0.475608206,0.285509256,0.795260968
0.52776145,0.666739456,0.397755917
0.492729759,0.61458597,0.751806037
0.415061074,0.806144954,0.6147485
0.449401919,0.565412009,0.854749282
0.431262692,0.874676768,0.431954565
0.477269688,0.329215058,0.851030297
0.492567359,0.736326084,0.304733807
0.530590794,0.4994659,0.680182256
0.445975607,0.794828645,0.639900703
0.428797824,0.581710543,0.825222162
0.447380329,0.868332692,0.508403814
0.446566334,0.374786297,0.8781964
0.486852715,0.800026006,0.283080267
0.51971221,0.382139233,0.662029396
0.50788077,0.740957507,0.616593012
0.403355279,0.624149131,0.795446301
0.454102328,0.850594942,0.593512241
0.420260101,0.45239838,0.864960314
0.4784936,0.863911251,0.367090908
0.474235717,0.294960581,0.781895509
0.529918119,0.678325017,0.427500111
0.474859986,0.612916947,0.772297677
0.424120969,0.82113205,0.591534567
0.447890637,0.523103821,0.865771736
0.442338274,0.87955576,0.38770358
0.484429189,0.288979719,0.813875013
0.514463563,0.67353322,0.359004564
0.516780691,0.596834584,0.724624901
0.407294853,0.796298357,0.633436388
0.449787726,0.59466753,0.844429576
0.424875904,0.863922593,0.467509277
0.472383743,0.3747802,0.869988099
0.473888451,0.792368549,0.288378068
0.528795068,0.405366338,0.67075408
0.487301076,0.757660653,0.612854939
0.418564774,0.607909296,0.81120601
0.448451887,0.858280906,0.551610907
0.435200628,0.418028028,0.877648637
0.478890654,0.840815189,0.313101616
0.500523843,0.317896256,0.713198476
0.528416014,0.691079761,0.535489399
0.430433182,0.643398539,0.798484335
0.435721,0.830392721,0.584751006
0.441167912,0.496774008,0.866922613
0.45437381,0.876871101,0.375027098
0.48294828,0.282158418,0.798214081
0.523283151,0.661008075,0.387041108
0.503181357,0.618194945,0.74370399
0.406560413,0.797303791,0.623146734
0.452769311,0.588442425,0.850598921
0.422850637,0.866993705,0.450483231
0.477463621,0.360321233,0.862691672
0.4777318,0.774753034,0.294729597
0.530348237,0.438463403,0.676116754
0.471081096,0.776988238,0.619673741
0.423271749,0.589105391,0.820772161
0.449137829,0.866682469,0.522982645
0.441298098,0.385031904,0.879436554
0.485829294,0.811565381,0.288394175
0.514514434,0.362642135,0.672033159
0.515945723,0.727672207,0.599975844
0.405888722,0.631183928,0.796232957
0.450966903,0.846199736,0.594370586
0.423597053,0.463246124,0.86423144
0.474118102,0.868420761,0.37256596
0.473958985,0.289884435,0.789423945
0.529244225,0.672423378,0.411513626
0.483880664,0.613311652,0.761862588
0.41996204,0.81377514,0.603449132
0.448408245,0.544225824,0.860482536
0.436902224,0.878689112,0.409626637
0.480402243,0.305403613,0.834078572
0.504482286,0.701205156,0.327596958
0.526238714,0.554129713,0.699499062
0.422531751,0.798815147,0.642306209
0.439973152,0.587464024,0.834260325
0.436653608,0.866027851,0.488637575
0.459659971,0.375082574,0.875497719
0.48025563,0.796771006,0.282575998
0.525375593,0.39127767,0.661844198
0.499317026,0.746576635,0.618168207
0.409361279,0.620838797,0.799817642
0.45170019,0.851640231,0.581814214
0.425407678,0.445533647,0.869533783
0.477172905,0.859824123,0.350834475
0.48218482,0.296402503,0.763797282
0.530784615,0.675726561,0.456092965
0.464046585,0.627077849,0.783880718
0.423926104,0.821890201,0.584913453
0.449771774,0.51854845,0.868033849
0.441892833,0.879101355,0.379473547
0.487413041,0.28592276,0.805965564
0.516245209,0.667161655,0.371718685
0.512901697,0.60831741,0.73429079
0.403590029,0.79560692,0.627361204
0.453045485,0.594669984,0.848899084
0.421181222,0.864354135,0.456943231
0.476951301,0.370284819,0.865941262
0.473561388,0.785944161,0.292840834
0.529656537,0.419486051,0.676142299
0.479012927,0.767421752,0.612227116
0.422588211,0.596795699,0.818158245
0.447907837,0.863536475,0.531843568
0.440229871,0.397012634,0.879587612
0.48250087,0.822839152,0.294931726
0.510583306,0.344721106,0.684066944
0.521393734,0.713547478,0.580281571
0.412644371,0.638403985,0.797566574
0.445895858,0.839974532,0.592397396
0.429605999,0.47708649,0.864458872
0.467198991,0.872902371,0.376136151
0.475971071,0.285138083,0.795533065
0.527576291,0.666174647,0.396892251
0.493451172,0.614922924,0.751111544
0.414514264,0.805442926,0.615572279
0.449589508,0.567278309,0.854316054
0.430675201,0.874176441,0.433706461
0.477142293,0.331565886,0.852225112
0.49143663,0.739508648,0.303374088
0.530728248,0.494462497,0.679169926
0.448127276,0.793947314,0.638916048
0.427997482,0.58167067,0.824676978
0.447958753,0.868431802,0.509793024
0.445730881,0.374993331,0.878324826
0.487174829,0.800451904,0.283332649
0.519253215,0.381286443,0.662422752
0.508461994,0.740474436,0.616021152
0.403139175,0.624303021,0.79537202
0.45414956,0.850569567,0.593810631
0.420137319,0.45257781,0.864837745
0.478522312,0.864010335,0.367513716
0.474034903,0.294941884,0.782345435
0.529889241,0.678413721,0.426775604
0.475131768,0.612533408,0.771946538
0.424150164,0.821094074,0.591775273
0.447814978,0.523277378,0.865672852
0.442361449,0.879567835,0.388045547
0.4843049,0.289120064,0.814192196
0.514388725,0.67381518,0.35849901
0.516926911,0.596340336,0.724224945
0.4074708,0.796327727,0.633677432
0.449644601,0.594650403,0.844236948
0.425040293,0.863910603,0.467954325
0.472182446,0.374951552,0.87014198
0.473918119,0.792617984,0.288221935
0.52874572,0.404812465,0.670563929
0.487632781,0.757263867,0.612860736
0.418404664,0.608344272,0.810935146
0.448472072,0.858060758,0.552375227
0.435011914,0.418870612,0.877518493
0.478755387,0.841465868,0.313940788
0.500102044,0.316991667,0.714467677
0.528598816,0.690295122,0.533514979
0.431284297,0.643399462,0.798390679
0.435289906,0.830027412,0.58449947
0.441600297,0.497554539,0.867013837
0.453854573,0.876981922,0.375010392
0.483214004,0.282166939,0.798339086
0.523062367,0.660997001,0.386679132
0.503525289,0.618150552,0.743477009
0.406313245,0.797117114,0.623289586
0.452868411,0.588937594,0.850549423
0.422636305,0.866795892,0.450785445
0.477515941,0.361022056,0.862866189
0.477393255,0.775527356,0.294673205
0.530307465,0.43723139,0.676234001
0.471548361,0.776462502,0.619060007
0.423285242,0.589427812,0.820730234
0.449046101,0.866567079,0.523211288
0.44131964,0.385447196,0.879454722
0.485681053,0.811959729,0.288559972
0.514420756,0.362010756,0.672369923
0.516134389,0.727184484,0.599380289
0.40608915,0.631482707,0.796270234
0.450798324,0.845972458,0.594356353
0.423790677,0.463776858,0.86421519
0.473882433,0.86861887,0.372775885
0.473986221,0.289666551,0.789731008
0.529197729,0.672155943,0.410830053
0.484289088,0.613350071,0.76138508
0.419757555,0.813429392,0.603992584
0.44843916,0.545203361,0.86022155
0.436651079,0.878573054,0.410664496
0.480231075,0.306348661,0.834946502
0.503971592,0.702697435,0.326323014
0.526553322,0.551841329,0.698418203
0.423465333,0.798842717,0.642487613
0.439458333,0.587057704,0.833797032
0.437232297,0.866162611,0.489579374
0.459019364,0.374979475,0.875671493
0.480621546,0.796851203,0.282457988
0.52515585,0.390893968,0.661619374
0.499753711,0.746293282,0.618339376
0.408974012,0.621118669,0.799454451
0.451867579,0.851511619,0.58274109
0.425033317,0.446182935,0.869195138
0.477230743,0.860217626,0.352114737
0.481568782,0.29615359,0.765303042
0.530738693,0.675757276,0.453703601
0.464995493,0.626093926,0.783047202
0.423812987,0.821779112,0.58534145
0.449727644,0.51901904,0.867918152
0.441806008,0.87914413,0.379992257
0.487276759,0.286143268,0.806505485
0.516073142,0.667602985,0.370834005
0.513215157,0.607550469,0.733663889
0.403772587,0.795658928,0.627729808
0.452862772,0.594673533,0.848654531
0.42138782,0.864330896,0.457529062
0.476701157,0.370531789,0.866184256
0.473574132,0.786303469,0.29254993
0.52962574,0.418686997,0.675786773
0.47948407,0.766882021,0.61231447
0.42234677,0.597441108,0.817743134
0.447948998,0.863251316,0.533027219
0.439914165,0.398211775,0.879548072
0.48228754,0.823957911,0.295822229
0.510030241,0.342970074,0.685578527
0.521932378,0.712149493,0.577962113
0.413455562,0.638918707,0.797728698
0.445363518,0.839416356,0.591987919
0.430256902,0.478236965,0.86457938
0.466504921,0.873204549,0.376135171
0.476328436,0.284808328,0.795756933
0.527395914,0.66566317,0.396141438
0.494104253,0.61524438,0.750504231
0.414002882,0.804805386,0.616292597
0.449772349,0.568963341,0.85393731
0.430131274,0.873705201,0.435254123
0.477048574,0.333718784,0.853264343
0.490404638,0.742381833,0.302233994
0.530823743,0.48993646,0.678359465
0.450064993,0.793066053,0.637921938
0.42731631,0.581726645,0.824217357
0.448417874,0.868495015,0.511009923
0.44503326,0.375250801,0.878434497
0.487412375,0.800893409,0.283582402
0.518846996,0.38044182,0.662828893
0.508986776,0.739983566,0.615416886
0.402995004,0.624477583,0.795332422
0.454157147,0.850519548,0.594027647
0.420077327,0.452785696,0.86474654
0.478509417,0.864116344,0.367850555
0.473891769,0.294884586,0.782717006
0.5298662,0.678423682,0.426146103
0.475391417,0.612275268,0.771621121
0.424137329,0.821007266,0.592039382
0.44776688,0.52357229,0.865563836
0.442331537,0.879581187,0.388457898
0.484184206,0.289322625,0.814586927
0.514262688,0.67420092,0.357866179
0.51712508,0.595696516,0.723735821
0.407679916,0.79637291,0.633945825
0.449476408,0.59460452,0.844021729
0.425237958,0.863909013,0.468441919
0.471950637,0.375105266,0.870307409
0.47397086,0.792859349,0.288046122
0.528692201,0.404252904,0.670339416
0.48798375,0.75685426,0.61290351
0.418218131,0.608805299,0.8106334
0.448505014,0.857826918,0.553218468
0.434793889,0.419775303,0.877370046
0.47861996,0.842161518,0.31486943
0.499634182,0.31603385,0.71586089
0.528789202,0.689470343,0.53135285
0.432214407,0.643363503,0.798278026
0.434827676,0.829647901,0.584224068
0.442059968,0.498364626,0.867117006
0.453304798,0.877092012,0.374968948
0.483503436,0.282180196,0.798445935
0.522830066,0.66098592,0.386342637
0.503869739,0.618120839,0.74327131
0.406051789,0.796929862,0.623408948
0.452979038,0.589429018,0.850516827
0.4224095,0.866599537,0.451045664
0.477585159,0.361703989,0.863020413
0.477055927,0.776270722,0.29464385
0.530266827,0.436062773,0.676383635
0.471978842,0.775965753,0.618435592
0.423321222,0.589715962,0.820716827
0.448945699,0.866463457,0.523359929
0.441368683,0.38579993,0.87947018
0.485540094,0.812286748,0.288684511
0.514359984,0.361489053,0.672633311
0.51628161,0.726772598,0.598897571
0.406263901,0.631748377,0.796295336
0.450651679,0.845768131,0.594358563
0.423956307,0.46425882,0.864193893
0.473674232,0.868798214,0.372985937
0.474000204,0.289476946,0.790027696
0.529152936,0.671929736,0.410184716
0.484665475,0.613357528,0.760938561
0.419580285,0.813122719,0.604489249
0.448460146,0.546074697,0.859981293
0.436433863,0.878464138,0.411608419
0.480071075,0.307209731,0.835726815
0.503512858,0.704052279,0.325183601
0.526827456,0.549756131,0.697444959
0.424325996,0.798851793,0.642641358
0.43898703,0.586703788,0.833371789
0.437754476,0.866279579,0.490451538
0.458432895,0.374908044,0.875828958
0.480946964,0.796947092,0.282365693
0.524946746,0.390512013,0.661442482
0.500161112,0.746019077,0.618456469
0.40863043,0.621374197,0.799135664
0.452012006,0.851394838,0.583560242
0.424705563,0.446764696,0.868891423
0.477278831,0.860565944,0.353257549
0.481022269,0.295939505,0.766639398
0.530694082,0.675793178,0.451575251
0.465841162,0.625209495,0.782279027
0.423719842,0.821671722,0.585757955
0.449676581,0.519467191,0.867798807
0.44173205,0.879183552,0.380510637
0.487135392,0.286364585,0.807039847
0.515906289,0.668045313,0.369961573
0.513518882,0.606783709,0.733041378
0.403963718,0.795713323,0.628095334
0.452677049,0.594667599,0.848408416
0.421599816,0.86431131,0.458114314
0.476447512,0.370767745,0.866424252
0.473593934,0.78665155,0.292261695
0.529593718,0.417905495,0.67543124
0.479949691,0.766349258,0.612409011
0.422103831,0.598080279,0.817328848
0.44799215,0.86296655,0.534205584
0.439598714,0.399405437,0.879498919
0.482078673,0.825061322,0.296731745
0.509473164,0.341251862,0.687110354
0.522452408,0.710768499,0.575617188
0.414290986,0.63940263,0.79788491
0.444826478,0.838863299,0.591561651
0.430911735,0.479369445,0.864707636
0.465807939,0.873492241,0.376106073
0.476698824,0.284498307,0.795950409
0.527210384,0.665172983,0.395450818
0.494730788,0.615567916,0.749942859
0.413496688,0.804192388,0.616958266
0.449960253,0.570574324,0.853588057
0.42959783,0.873237591,0.436699295
0.476979572,0.335801861,0.854221365
0.489408142,0.745124011,0.301223464
0.530890624,0.485610104,0.677680238
0.451907216,0.792148304,0.636877771
