x,y,z
0.516654325,0.671773454,0.43692701
0.48657476,0.629346425,0.778730836
0.406054051,0.810128936,0.583635782
0.460747428,0.547778588,0.870514705
0.423951258,0.877828664,0.383613703
0.494130863,0.300490826,0.813830845
0.503429066,0.688228415,0.35997646
0.520015972,0.584473296,0.731094274
0.405994072,0.802614565,0.618060938
0.452900588,0.577398048,0.855266225
0.424838689,0.871423707,0.435244811
0.479973994,0.341574175,0.854044583
0.485372797,0.751367486,0.30303753
0.530748513,0.478242686,0.68198118
0.453229598,0.791975408,0.629163758
0.428371426,0.5778524,0.827826123
0.447979841,0.870312524,0.501836653
0.447677529,0.366729258,0.877155092
0.489205961,0.79121792,0.280659596
0.522034973,0.396572996,0.656526895
0.502428476,0.749910083,0.627076497
0.401855936,0.618719736,0.794668632
0.45637935,0.853541453,0.592912108
0.417855354,0.444947144,0.865391353
0.481485117,0.860385467,0.363534479
0.474470465,0.299477135,0.776777489
0.529984931,0.683692167,0.438624137
0.468499529,0.611293967,0.779150832
0.427403425,0.826780519,0.582979481
0.447200953,0.506819829,0.869040408
0.446958212,0.87813843,0.37251426
0.487399214,0.281810726,0.797614626
0.520628423,0.65963354,0.385888372
0.50655162,0.620223964,0.743119884
0.40261057,0.794673779,0.623361474
0.454795569,0.594757065,0.8509841
0.419231607,0.864444853,0.451893489
0.479182821,0.368480486,0.863770671
0.473298941,0.783135723,0.295639839
0.529813394,0.426023774,0.679670832
0.475015677,0.771888253,0.61082951
0.424847739,0.591130195,0.821953577
0.447418975,0.865930614,0.521043558
0.443244684,0.386536627,0.879509182
0.484362789,0.812557513,0.287993188
0.515312338,0.361186446,0.671870042
0.515866253,0.726120304,0.599250525
0.406819603,0.632937032,0.79604491
0.450179425,0.844796303,0.59507201
0.424361133,0.466789361,0.863779214
0.472861599,0.869760571,0.374983223
0.473562716,0.288752908,0.79241069
0.528844738,0.671364967,0.405620804
0.486922787,0.612265206,0.757963204
0.419003638,0.811758741,0.607367921
0.448256673,0.550163274,0.858544499
0.435708346,0.877886114,0.416832337
0.478953562,0.311663663,0.839837815
0.501314042,0.711072977,0.319232948
0.528108868,0.538660828,0.692146997
0.42915523,0.79853257,0.643620699
0.436318182,0.585389511,0.830762625
0.440517747,0.866668078,0.49609399
0.455031671,0.375563255,0.8768006
0.482417301,0.798587037,0.282257151
0.523466142,0.386630164,0.661308856
0.503053996,0.743418331,0.617643853
0.406991228,0.623355468,0.797555504
0.452482949,0.850426512,0.58791966
0.423276143,0.450711162,0.867185707
0.477167721,0.862756828,0.359798724
0.47810116,0.294465909,0.774271488
0.530379083,0.675594451,0.439015329
0.471038288,0.620464859,0.777093673
0.423001813,0.82040262,0.589328355
0.449307099,0.523899322,0.866581073
0.440926874,0.879452198,0.385639075
0.485812144,0.288874301,0.812232237
0.514125069,0.672854444,0.361557532
0.516373404,0.598770577,0.72693493
0.406152355,0.796379947,0.631440042
0.450756465,0.594125538,0.846013742
0.423880761,0.864320615,0.463598794
0.473867869,0.372408938,0.868537287
0.474149531,0.789348614,0.289668285
0.529231255,0.411460129,0.672063615
0.484050987,0.761743967,0.613692524
0.419721663,0.603722483,0.813472893
0.448523527,0.860354822,0.545012043
0.436615748,0.410241823,0.878593557
0.480374179,0.834621078,0.306097579
0.50407369,0.326813247,0.702266025
0.526453372,0.698882175,0.552574974
0.423120427,0.642291195,0.798875521
0.439675618,0.834066161,0.587074366
0.437014084,0.488963586,0.866176111
0.459323092,0.875541355,0.374743617
0.480558374,0.282474376,0.796517598
0.525305871,0.661598039,0.391565507
0.499366851,0.618568804,0.746746269
0.409107533,0.799637031,0.620757004
0.451871207,0.582198602,0.851707591
0.425143566,0.86940068,0.445505811
0.477330147,0.351251183,0.859842626
0.481923938,0.764236145,0.296495014
0.53076567,0.455510888,0.675979659
0.464191941,0.783750089,0.626571057
0.424029027,0.58481645,0.822074834
0.449697106,0.868088751,0.51811098
0.442064223,0.379165603,0.87907996
0.487434155,0.805617947,0.285719401
0.516423888,0.372289996,0.666798245
0.512669729,0.734660186,0.608870101
0.403495259,0.627208541,0.795539915
0.453140581,0.848990215,0.594752184
0.421057947,0.456753608,0.864325531
0.477064721,0.86586769,0.370312324
0.473495034,0.292962429,0.785930439
0.529658654,0.676325434,0.419599712
0.47889762,0.612066626,0.767532184
0.422702539,0.818321364,0.59660649
0.447862979,0.531400119,0.863618813
0.440374551,0.879601717,0.396630623
0.482546726,0.294621269,0.822470883
0.510787985,0.683548062,0.34529966
0.521204431,0.581058793,0.713995812
0.412389837,0.797502292,0.638258836
0.446060879,0.592555785,0.840134339
0.429397805,0.864406585,0.476771134
0.467408075,0.376193413,0.872821037
0.475840363,0.795523998,0.285244977
0.527621802,0.397022777,0.666353732
0.493289676,0.751234916,0.61476422
0.414677942,0.615396601,0.805632824
0.449518446,0.854406257,0.566789055
0.43085128,0.433306661,0.874309254
0.477147083,0.851947972,0.330965804
0.491734702,0.303674568,0.738710088
0.530698836,0.679369061,0.495699331
0.447609946,0.639213672,0.794161952
0.428171923,0.824771129,0.581704872
0.447832874,0.509548868,0.868395156
0.445899112,0.878304678,0.375011349
0.487089335,0.283300079,0.800427709
0.519331915,0.662384705,0.381358436
0.508379229,0.61605871,0.74050517
0.403200031,0.795393053,0.624314116
0.454120456,0.593752397,0.850548985
0.420183745,0.864859698,0.452604511
0.478490243,0.367455851,0.864018408
0.474075529,0.782294894,0.294910341
0.529893337,0.426832772,0.678352942
0.475129005,0.771960125,0.612623822
0.424116846,0.591797381,0.821055113
0.447835818,0.865663939,0.523375819
0.442319569,0.388105005,0.879569394
0.484306305,0.814257837,0.289169942
0.514347487,0.358391247,0.673899299
0.516970584,0.724150067,0.596217821
0.407497419,0.633702377,0.796340853
0.449623755,0.844217628,0.594628047
0.425067822,0.467991782,0.863918549
0.472157007,0.870153542,0.374939553
0.473935975,0.288202599,0.79261444
0.528742984,0.67053196,0.404801395
0.487651851,0.612892474,0.757249502
0.418381449,0.810906491,0.608371121
0.448482699,0.552449777,0.85804764
0.434985228,0.877505499,0.418930886
0.478752999,0.31401613,0.841514642
0.500060882,0.714577805,0.316926157
0.528613345,0.533350691,0.690243518
0.431350672,0.798386533,0.643384165
0.435259864,0.584467242,0.83000998
0.441632455,0.867026962,0.497586406
0.453822189,0.374981778,0.876984838
0.483240829,0.798318302,0.282162189
0.523053621,0.386703717,0.660981833
0.503529791,0.743494268,0.618179662
0.406291906,0.623276537,0.797105398
0.452883083,0.850559614,0.58896092
0.422615148,0.450769258,0.866787425
0.477531728,0.862860527,0.361043131
0.4773766,0.294688666,0.775545155
0.530306155,0.676261905,0.437214957
0.471545317,0.619022804,0.776462537
0.423300296,0.820751144,0.589411842
0.449037625,0.523157856,0.86657391
0.441340078,0.879453574,0.385409102
0.485683543,0.288531738,0.811918535
0.514443318,0.672321013,0.362077759
0.51610854,0.599453266,0.727230768
0.406072523,0.796261889,0.631465044
0.450811777,0.594369564,0.845985394
0.423773003,0.864210658,0.463750996
0.473898907,0.372781434,0.86861007
0.473975703,0.789730905,0.289680855
0.529199087,0.410842006,0.672178514
0.48427459,0.761397729,0.613329425
0.419773053,0.603970917,0.81344999
0.44843262,0.860231798,0.545148763
0.436669589,0.410618137,0.878579855
0.480234772,0.83490647,0.306298912
0.504000124,0.326380865,0.702620999
0.526538108,0.698464819,0.55195478
0.423421254,0.642486737,0.798839565
0.439481008,0.833813361,0.587083649
0.437205606,0.489549753,0.86615296
0.459045716,0.87566702,0.374998852
0.480600664,0.28246463,0.796863645
0.525162559,0.661634952,0.390883487
0.499745485,0.61831619,0.746287643
0.408992452,0.799468442,0.621119902
0.451856319,0.582709478,0.851509353
0.425052063,0.869206393,0.446177137
0.477221436,0.352077147,0.860212202
0.481590159,0.765261866,0.296151121
0.530740325,0.453762773,0.675742719
0.464976756,0.78306437,0.626133277
0.423808352,0.585341246,0.821770333
0.449732538,0.867916752,0.519037323
0.441797425,0.38000226,0.87914467
0.487277589,0.806517392,0.286151823
0.516065386,0.370814408,0.667617503
0.513223742,0.733651874,0.607529861
0.403775536,0.627733123,0.79566199
0.452859939,0.848652813,0.594668686
0.421391943,0.457531483,0.864332897
0.476698225,0.866184934,0.370526578
0.473577807,0.292547213,0.786299005
0.529626033,0.675781453,0.418692134
0.479483847,0.612322399,0.766883567
0.422343688,0.817739808,0.597442506
0.447951001,0.533035408,0.863250743
0.439910445,0.879547666,0.398216199
0.482288081,0.295827462,0.823962571
0.510026438,0.685586743,0.342962814
0.521935117,0.577950719,0.712144361
0.413458795,0.797729997,0.638919028
0.445361706,0.591984381,0.839415421
0.430259491,0.864580808,0.478237917
0.46650298,0.376131239,0.873204588
0.47633102,0.795753498,0.284807195
0.52739591,0.396146153,0.665660461
0.494103495,0.750506918,0.61524917
0.414000936,0.616291253,0.804804082
0.449773925,0.85393817,0.568965859
0.430129136,0.435252841,0.873704525
0.47705012,0.853263885,0.333720747
0.490403055,0.302235215,0.742383833
0.530823687,0.678361748,0.489934575
0.4500649,0.637918695,0.79306646
0.427317291,0.824219565,0.581724476
0.448417382,0.511004274,0.86849599
0.445035075,0.878433896,0.375245994
0.487413188,0.283580302,0.800888017
0.518849064,0.662824714,0.380450815
0.508983143,0.615424069,0.739989369
0.402994025,0.795331928,0.624474401
0.454158531,0.594027406,0.850521357
0.420075832,0.86474677,0.452781215
0.47851126,0.367848507,0.864114348
0.473891812,0.782714061,0.294887062
0.529866334,0.426152559,0.678426659
0.475387682,0.771625284,0.612274468
0.424139237,0.592034299,0.821010564
0.447766526,0.865565926,0.523562825
0.442334135,0.388448677,0.87958092
0.484185935,0.814577668,0.289317003
0.514266699,0.357881143,0.674190791
0.517119898,0.723746982,0.595712484
0.407675377,0.633940552,0.796371562
0.449480008,0.84402595,0.594606383
0.425233569,0.468432694,0.863908618
0.47195543,0.870304356,0.375103611
0.47396913,0.288049715,0.792855948
0.528693158,0.670344384,0.404261792
0.487977538,0.612901252,0.756861094
0.418222112,0.810639363,0.608797074
0.44850397,0.553202098,0.857831074
0.434798507,0.877372978,0.419758752
0.478622079,0.314851621,0.842148731
0.499643286,0.715834407,0.316051288
0.528785715,0.531393645,0.689485104
0.432197044,0.798280098,0.643365063
0.434836094,0.584229686,0.829654404
0.442051554,0.867114826,0.498350953
0.453314605,0.374970939,0.877090254
0.483497816,0.798445333,0.282180141
0.522834,0.386346455,0.660986688
0.5038644,0.743273496,0.618119988
0.406056688,0.623407909,0.796933134
0.45297669,0.850516745,0.589420777
0.422413855,0.451042824,0.866602795
0.477583333,0.863018525,0.361693139
0.477061622,0.294643421,0.776259195
0.530267483,0.676379984,0.436080288
0.47197288,0.618446504,0.77597288
0.423319874,0.82071592,0.589712644
0.448947612,0.523360613,0.866464608
0.441366879,0.879470016,0.385796812
0.485542018,0.288684196,0.812284172
0.51435967,0.672632071,0.361493092
0.51628084,0.598900727,0.726776137
0.406262237,0.79629541,0.631745448
0.450653101,0.594357837,0.84577042
0.42395483,0.864194441,0.464253179
0.473676391,0.372982594,0.868796078
0.474000551,0.790023395,0.289478934
0.52915352,0.410193454,0.671931816
0.484660775,0.760944386,0.61335852
0.419582037,0.604483178,0.813126082
0.44846019,0.85998425,0.546064935
0.436436032,0.411597146,0.87846538
0.480073205,0.835717617,0.307199806
0.50351802,0.325197038,0.704036593
0.526824315,0.697456601,0.549780508
0.42431576,0.642639241,0.798851886
0.438992695,0.833377108,0.586707525
0.43774831,0.490440407,0.866278397
0.458440036,0.875826925,0.374908023
0.480943348,0.282366616,0.796945008
0.524949461,0.661444123,0.390518145
0.500155629,0.618456104,0.746023356
0.408634413,0.799139492,0.621370475
0.452010521,0.583550166,0.851396619
0.424709284,0.868895203,0.446756693
0.477278615,0.35324312,0.860561271
0.481028987,0.766622431,0.295942624
0.530694656,0.451602624,0.675793326
0.465830053,0.782289246,0.625220199
0.42372135,0.585751863,0.821673713
0.449677132,0.867800657,0.519459794
0.441733495,0.380502494,0.879182965
0.487137464,0.807031407,0.286360885
0.515909108,0.369975342,0.668038053
0.513514035,0.73305114,0.606796053
0.403960692,0.628089793,0.795712358
0.452679951,0.848412149,0.59466798
0.421596448,0.458105545,0.864311481
0.476451428,0.866420691,0.370764574
0.473593419,0.292266067,0.786646687
0.529594188,0.675436747,0.417916694
0.479942851,0.612407194,0.766357017
0.42210758,0.817335126,0.598070806
0.447991403,0.534187809,0.862970785
0.439603553,0.879499737,0.399387615
0.482081704,0.296717904,0.825044897
0.509481613,0.68708716,0.341277371
0.522444726,0.575652599,0.710789034
0.414278298,0.797882587,0.639395693
0.44483454,0.591568243,0.83887148
0.430901902,0.864705615,0.479352791
0.465818357,0.376106896,0.87348809
0.476693131,0.795947935,0.284502803
0.527213163,0.395460363,0.665180206
0.494721756,0.749950691,0.615562885
0.413504227,0.61694889,0.804201334
0.449957362,0.853592959,0.570550926
0.429605745,0.436678747,0.873244499
0.476980339,0.854207826,0.335771508
0.489422686,0.301237436,0.745084353
0.530889827,0.677689248,0.485672648
0.45188071,0.636893676,0.792162059
0.426715164,0.823814188,0.581860145
0.44879336,0.512119496,0.868530408
0.444429282,0.878532669,0.375556421
0.487588005,0.283834821,0.801359576
0.518473397,0.663253425,0.379579479
0.509481036,0.614771838,0.739470011
0.402904807,0.795316723,0.624677976
0.454132748,0.594192045,0.850444856
0.420065316,0.864674877,0.453032835
0.478460826,0.368140413,0.864235894
0.473786305,0.783050783,0.294790924
0.529846251,0.425549279,0.678368723
0.475660218,0.771293449,0.612102714
0.424088175,0.592341916,0.820873686
0.447738443,0.865438525,0.523989273
0.442255255,0.388958296,0.879595762
0.484058177,0.815073551,0.289593305
0.514084512,0.357084068,0.67470297
0.517379326,0.723137684,0.594879417
0.407933997,0.634254664,0.796434536
0.449274594,0.843772023,0.594529455
0.425478494,0.468999581,0.863916751
0.471675954,0.870493337,0.375252952
0.474048124,0.287842712,0.793108962
0.528630759,0.670071458,0.403652701
0.488374403,0.61298056,0.756407346
0.417996163,0.810285569,0.609317626
0.448551479,0.554183609,0.85756628
0.434536379,0.877193989,0.420790999
0.47847663,0.315939666,0.842937605
0.499095383,0.717453987,0.314976285
0.528994603,0.528883102,0.688565344
0.433276493,0.79813386,0.643283267
0.434309551,0.583916714,0.829233699
0.442568954,0.867235642,0.499251094
0.452695514,0.374908013,0.877207503
0.483828733,0.798547752,0.282202033
0.522572149,0.38600259,0.660980744
0.504236275,0.743069417,0.618093691
0.405764968,0.623514153,0.796734396
0.453104414,0.850497745,0.589939055
0.422161738,0.451280524,0.866395607
0.477672177,0.863163694,0.362399811
0.476704623,0.294637042,0.777019796
0.530224458,0.67656855,0.43489803
0.472396065,0.617773723,0.775472055
0.423378929,0.82072748,0.589987228
0.448833006,0.523445656,0.866365238
0.441444018,0.879484164,0.38611462
0.48539878,0.288778511,0.812570583
0.514325171,0.672844559,0.361038183
0.516399861,0.598491286,0.726407772
0.406423824,0.796311143,0.631997672
0.450517511,0.594375301,0.84557457
0.424105044,0.864167203,0.464720142
0.473480606,0.373205687,0.868969444
0.474003198,0.790328817,0.289303144
0.529107717,0.409543269,0.671728902
0.485031063,0.760498467,0.613338616
0.419418716,0.604968264,0.812835952
0.448473355,0.859747956,0.546893807
0.436236245,0.412514293,0.878357032
0.479913162,0.83646744,0.308036063
0.503078616,0.324107228,0.705348486
0.527079927,0.696519474,0.547753679
0.425161429,0.642780091,0.798845439
0.438532107,0.832959522,0.586380415
0.438251297,0.491304864,0.866385978
0.457866515,0.875979974,0.374862864
0.481251453,0.282291455,0.797063217
0.524737048,0.661299545,0.390110118
0.500563288,0.618530134,0.745737288
0.408309283,0.798840327,0.621622921
0.452142527,0.584325499,0.851281424
0.424403546,0.868603852,0.447319028
0.477319352,0.354336287,0.860893695
0.480510111,0.767894833,0.295742015
0.530648972,0.449567595,0.675831069
0.466640322,0.781531217,0.624371917
0.423636889,0.58618382,0.821560298
0.449619147,0.867670806,0.519922187
0.441662739,0.381054473,0.879221919
0.486984022,0.807596215,0.286599339
0.515733963,0.369055759,0.668512819
0.513830058,0.732391168,0.605976534
0.404172068,0.628475395,0.795772665
0.452479502,0.848149023,0.594652265
0.421827122,0.458726988,0.864294312
0.476178292,0.8666726,0.371004369
0.473621563,0.291962799,0.787005438
0.529558753,0.675059429,0.417103774
0.480432109,0.612514313,0.765797976
0.421848006,0.816895995,0.598743279
0.448039241,0.535433809,0.862668691
0.439268842,0.879437311,0.400649795
0.481864501,0.297704163,0.826200655
0.508885693,0.688735366,0.339487363
0.522977318,0.573134512,0.709341095
0.415191284,0.798040937,0.639876053
0.444259301,0.591099386,0.838289864
0.43160069,0.86484944,0.480536636
0.465075442,0.376047994,0.87377867
0.477099136,0.796122918,0.284194346
0.52701071,0.394788098,0.664682612
0.495359782,0.749402104,0.61590727
0.412972552,0.617598896,0.803576422
0.450161797,0.85325341,0.572183811
0.429050438,0.438105504,0.87275399
0.47693229,0.855140595,0.337905097
0.488402921,0.300292796,0.747854835
0.530934606,0.677098022,0.481296502
0.453732128,0.635742955,0.791159302
0.426142816,0.82343172,0.582078517
0.449119794,0.513217209,0.868541353
0.44386625,0.878628533,0.375934568
0.48771849,0.284109273,0.801888608
0.518100895,0.663728768,0.378626658
0.509987887,0.614034834,0.738888692
0.402859153,0.795320011,0.624924046
0.454075172,0.594325865,0.850336885
0.420097726,0.864613045,0.453348403
0.478371979,0.368421365,0.864383072
0.473703873,0.783390029,0.294651262
0.529826568,0.424909457,0.678245337
0.475971235,0.770922954,0.611990074
0.423998114,0.592718286,0.820679184
0.447725307,0.865282033,0.524573662
0.442125514,0.38960441,0.879611962
0.48391184,0.815706431,0.289965361
0.513833893,0.356066314,0.675381714
0.517716117,0.722362325,0.593791761
0.40826629,0.634637497,0.796519656
0.449014616,0.84345832,0.59441375
0.425791352,0.469692014,0.863935788
0.471325102,0.870720043,0.375408638
0.474161056,0.287590115,0.793392764
0.528553268,0.669730853,0.402947637
0.4888482,0.613101133,0.755874821
0.417712864,0.809852996,0.609936026
0.448617598,0.555376865,0.857250447
0.434210236,0.876967347,0.422028013
0.478311446,0.317276812,0.84387465
0.498424319,0.719427546,0.313714848
0.52923189,0.525823608,0.687492723
0.434593287,0.797929793,0.643133535
0.43368002,0.583553801,0.828742709
0.443176936,0.867380487,0.500308777
0.451963699,0.374827759,0.87733937
0.484220507,0.798661296,0.282240362
0.522259408,0.385616056,0.66099095
0.504664011,0.742847206,0.618053731
0.405427326,0.623614445,0.796515957
0.45325467,0.850491519,0.590508574
0.421872731,0.451507055,0.866167653
0.477784527,0.863306678,0.363164725
0.476311179,0.294653549,0.77783315
0.530176892,0.676805217,0.433646626
0.472831826,0.617020433,0.774942616
0.423464415,0.820763773,0.590262412
0.448698343,0.523472858,0.866264617
0.441552814,0.879497841,0.3864154
0.485245496,0.288848223,0.812832838
0.51431454,0.673018594,0.360623955
0.516497816,0.598131725,0.726062445
0.406580914,0.796318845,0.632250103
0.450385562,0.594408202,0.845376839
0.424248223,0.864132907,0.46519656
0.473286728,0.373452561,0.869145867
0.473995196,0.790658003,0.289131716
0.5290586,0.408855502,0.671538056
0.485414269,0.760030147,0.613291513
0.419260574,0.605467304,0.812546852
0.448479574,0.859503133,0.547724412
0.436043102,0.413453242,0.878243724
0.479744658,0.837226545,0.308891415
0.502635339,0.32300905,0.706686378
0.527330854,0.695568811,0.545678553
0.426036304,0.642915773,0.798822716
0.438058023,0.832527404,0.586063901
0.438761272,0.492207946,0.866489573
0.457275772,0.876136613,0.37484277
0.48155806,0.282230202,0.797211178
0.52450976,0.661181051,0.38965271
0.500993132,0.618563051,0.74542303
0.407986135,0.798545591,0.621886204
0.452268551,0.585096965,0.851161382
0.424104525,0.868310111,0.447892101
0.477354291,0.355435983,0.861228004
0.479992381,0.769169253,0.29554331
0.530600082,0.447520208,0.67587096
0.467457646,0.780744606,0.623517452
0.423555797,0.586653109,0.82143425
0.449552056,0.867523695,0.520424301
0.441590508,0.381669012,0.879262102
0.48681104,0.808220743,0.286868753
0.515540592,0.368041418,0.669046655
0.514174645,0.731658751,0.605059388
0.404415952,0.62890064,0.795842055
0.452253438,0.847854751,0.594625048
0.422089114,0.459417484,0.864278971
0.475870756,0.866949029,0.37125977
0.473660309,0.291629795,0.787392837
0.529517455,0.674641824,0.416218357
0.480970146,0.612638914,0.765183965
0.421558309,0.816409692,0.599482892
0.44809432,0.536810332,0.862333452
0.438898046,0.879355706,0.40204508
0.481628487,0.298823625,0.827464802
0.508219089,0.690590635,0.337541657
0.523544959,0.570304687,0.707756656
0.416236033,0.79820583,0.640368221
0.443614776,0.590562021,0.837651079
0.432379511,0.865017287,0.481829557
0.464247625,0.375952228,0.874084106
0.477563356,0.796283814,0.283876684
0.526779297,0.394109968,0.664158521
0.496037099,0.748847416,0.616287861
0.412389889,0.618254574,0.802913758
0.450393762,0.852913468,0.573904719
0.428447588,0.439562746,0.872219053
0.47690749,0.856081257,0.340175842
0.487317391,0.299386373,0.750760169
0.530957581,0.676585225,0.47670334
0.455659801,0.634428404,0.790024508
0.425594739,0.823065293,0.582396302
0.449396802,0.514321204,0.868523777
0.443340338,0.878724243,0.376403709
0.487799685,0.284412539,0.802499941
0.517723341,0.66426896,0.377550453
0.510519736,0.613179628,0.738215344
0.402863668,0.795342101,0.625231414
0.45397815,0.594434189,0.850185186
0.420180707,0.864557957,0.453759192
0.478233339,0.368710816,0.86456952
0.473641408,0.783757248,0.294453294
0.529805494,0.424181484,0.678040434
0.476348354,0.770481768,0.611934402
0.423857759,0.593198787,0.820406282
0.44772791,0.86508122,0.52537651
0.441929815,0.390450516,0.879628674
0.483734453,0.816536579,0.29047661
0.513487253,0.354732524,0.676302587
0.518160299,0.721345618,0.592332453
0.40871174,0.635120607,0.79663611
0.448672672,0.843054521,0.594240343
0.426205872,0.470573676,0.863970837
0.470866627,0.871002675,0.375575183
0.474324712,0.287271583,0.793724097
0.528451872,0.669292482,0.402097319
0.489437646,0.613279275,0.755224175
0.417344455,0.809304239,0.610698777
0.448711142,0.556882146,0.856858959
0.433789833,0.876667404,0.423567427
0.478117741,0.318988011,0.845027293
0.497570015,0.721927828,0.312187121
0.529506637,0.521944275,0.68620394
0.436265492,0.797627702,0.642870685
0.432899874,0.583129668,0.828149405
0.443912639,0.867557412,0.501601532
0.451068537,0.374733703,0.877492825
0.484695771,0.798802396,0.282307539
0.521870032,0.385150461,0.661034778
0.505177765,0.74258837,0.617977566
0.405027573,0.623710941,0.796272538
